v, x, y
0.7835643647746788, -0.4275, -0.4975
0.7841882687324284, -0.425, -0.4975
0.7847743603731681, -0.4225, -0.4975
0.7853261768061566, -0.42, -0.4975
0.7858468257970408, -0.4175, -0.4975
0.7863390488701913, -0.415, -0.4975
0.7868052735937788, -0.4125, -0.4975
0.787247657149881, -0.41000000000000003, -0.4975
0.7876681228392945, -0.4075, -0.4975
0.7880683908215158, -0.405, -0.4975
0.7884500041256199, -0.40249999999999997, -0.4975
0.7888143507585753, -0.4, -0.4975
0.7891626825783953, -0.39749999999999996, -0.4975
0.7894961314702245, -0.395, -0.4975
0.789815723265609, -0.3925, -0.4975
0.7901223897628445, -0.39, -0.4975
0.7904169791450546, -0.3875, -0.4975
0.7907002650386284, -0.385, -0.4975
0.7909729544158464, -0.3825, -0.4975
0.7912356945090073, -0.38, -0.4975
0.791489078878663, -0.3775, -0.4975
0.7917336527530877, -0.375, -0.4975
0.7919699177404689, -0.3725, -0.4975
0.7921983359969058, -0.37, -0.4975
0.7924193339236149, -0.3675, -0.4975
0.7926333054529584, -0.365, -0.4975
0.7928406149772204, -0.3625, -0.4975
0.7930415999633098, -0.36, -0.4975
0.793236573293625, -0.3575, -0.4975
0.7934258253645885, -0.355, -0.4975
0.7936096259733303, -0.35250000000000004, -0.4975
0.7937882260156415, -0.35, -0.4975
0.7939618590186345, -0.34750000000000003, -0.4975
0.7941307425251292, -0.345, -0.4975
0.7942950793480726, -0.3425, -0.4975
0.7944550587075062, -0.33999999999999997, -0.4975
0.7946108572646204, -0.3375, -0.4975
0.7947626400620519, -0.33499999999999996, -0.4975
0.7949105613821641, -0.3325, -0.4975
0.7950547655299386, -0.32999999999999996, -0.4975
0.7951953875501202, -0.3275, -0.4975
0.7953325538833175, -0.32499999999999996, -0.4975
0.7954663829691245, -0.3225, -0.4975
0.7955969857994809, -0.32, -0.4975
0.795724466429138, -0.3175, -0.4975
0.795848922445296, -0.315, -0.4975
0.7959704454023673, -0.3125, -0.4975
0.7960891212230232, -0.31, -0.4975
0.7962050305707793, -0.3075, -0.4975
0.7963182491945583, -0.305, -0.4975
0.7964288482499513, -0.3025, -0.4975
0.7965368945970297, -0.3, -0.4975
0.7966424510790242, -0.2975, -0.4975
0.7967455767812519, -0.295, -0.4975
0.796846327274285, -0.2925, -0.4975
0.7969447548403654, -0.29000000000000004, -0.4975
0.7970409086868071, -0.2875, -0.4975
0.7971348351450757, -0.28500000000000003, -0.4975
0.7972265778590995, -0.2825, -0.4975
0.797316177961234, -0.28, -0.4975
0.7974036742392908, -0.27749999999999997, -0.4975
0.7974891032928291, -0.275, -0.4975
0.7975724996820123, -0.27249999999999996, -0.4975
0.7976538960670363, -0.27, -0.4975
0.7977333233413526, -0.26749999999999996, -0.4975
0.7978108107565252, -0.265, -0.4975
0.797886386041891, -0.26249999999999996, -0.4975
0.797960075516718, -0.26, -0.4975
0.7980319041979894, -0.2575, -0.4975
0.7981018959013854, -0.255, -0.4975
0.7981700733385654, -0.2525, -0.4975
0.7982364582082127, -0.25, -0.4975
0.79830107128393, -0.2475, -0.4975
0.7983639324963533, -0.245, -0.4975
0.7984250610125674, -0.2425, -0.4975
0.798484475310103, -0.24, -0.4975
0.7985421932486091, -0.2375, -0.4975
0.7985982321363958, -0.235, -0.4975
0.7986526087949615, -0.23249999999999998, -0.4975
0.7987053396186227, -0.22999999999999998, -0.4975
0.7987564406323837, -0.22749999999999998, -0.4975
0.7988059275450997, -0.22499999999999998, -0.4975
0.7988538158010925, -0.22249999999999998, -0.4975
0.7989001206272177, -0.21999999999999997, -0.4975
0.7989448570785688, -0.21749999999999997, -0.4975
0.7989880400797624, -0.21499999999999997, -0.4975
0.7990296844650273, -0.21249999999999997, -0.4975
0.7990698050139858, -0.21000000000000002, -0.4975
0.7991084164863894, -0.20750000000000002, -0.4975
0.7991455336526505, -0.20500000000000002, -0.4975
0.7991811713234688, -0.2025, -0.4975
0.799215344375353, -0.2, -0.4975
0.799248067775374, -0.1975, -0.4975
0.7992793566019116, -0.195, -0.4975
0.7993092260647677, -0.1925, -0.4975
0.7993376915213773, -0.19, -0.4975
0.7993647684925235, -0.1875, -0.4975
0.7993904726742542, -0.185, -0.4975
0.7994148199494522, -0.1825, -0.4975
0.799437826395715, -0.18, -0.4975
0.7994595082930394, -0.1775, -0.4975
0.7994798821279367, -0.175, -0.4975
0.7994989645975097, -0.1725, -0.4975
0.7995167726100859, -0.16999999999999998, -0.4975
0.799533323285976, -0.16749999999999998, -0.4975
0.7995486339549254, -0.16499999999999998, -0.4975
0.7995627221538568, -0.16249999999999998, -0.4975
